glennmunoz,1,89545.68,0,0,0,0,0,0,98,0,4869,0,0,0,0,0,0,0,0,0,0,0
davidbanvelos,2,43596.82,0,0,0,213,0,0,0,262,0,0,0,346,0,268,0,0,0,957,0,0
teresagutierrez,2,51929.15,0,504,0,0,0,431,0,0,1411,0,0,0,0,0,0,189,506,0,0,0
ryanball,2,72555.6,0,705,0,0,0,0,39,0,0,0,0,576,0,0,571,0,0,0,0,732
scottscoville,2,78780.64,1406,0,0,0,0,0,43,0,0,1736,0,0,0,0,620,0,768,0,0,0
jimmychamplin,2,37275.68,665,0,0,0,0,310,0,0,0,0,0,296,100,0,0,0,0,0,0,376
ramonkissane,1,26929.98,0,0,0,0,276,0,0,0,0,0,0,0,144,0,0,0,0,0,0,0
anahays,2,73243.7,1307,0,0,0,0,609,0,0,1991,0,0,0,196,0,0,0,0,0,0,739
frankwalker,2,36727.69,0,0,235,0,0,305,0,0,0,809,0,0,0,225,0,0,0,807,0,0
williammorris,1,71252.85,0,0,0,697,0,0,0,0,0,3140,0,0,0,0,0,0,0,0,0,0
johnwright,1,98305.26,0,1911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1984
jamescohen,1,57368.23,0,0,0,561,0,0,0,0,0,0,0,0,307,0,0,0,0,0,0,0
michaelcampbell,2,20956.1,0,0,134,0,0,174,0,0,0,461,0,0,0,128,0,0,0,0,0,211
rosemariefleming,2,89702.24,0,871,0,0,0,0,49,0,2438,0,0,0,0,0,0,327,0,1971,0,0
rudolpharterburn,1,82629.44,2949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,886,0
madelineweston,1,61684.86,0,0,0,0,632,0,0,0,0,0,0,0,331,0,0,0,0,0,0,0
jamesbray,1,77414.41,0,0,993,0,0,0,0,0,0,0,0,0,415,0,0,0,0,0,0,0
cynthiawoods,2,76545.42,0,744,0,0,0,0,0,460,0,1686,0,0,0,470,0,0,0,1681,0,0
walterfreeman,1,43424.33,0,0,557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,876
rosiefletcher,2,64476.66,0,0,0,315,0,0,0,388,0,0,0,512,0,396,0,0,0,0,345,0
davidlillibridge,1,57847.68,0,0,0,565,0,0,0,0,0,0,0,0,0,711,0,0,0,0,0,0
adamdegeorge,2,79897.76,0,0,512,0,0,664,0,0,0,0,976,0,214,0,0,0,779,0,0,0
pauljaramillo,1,41590.26,0,0,0,406,0,0,0,0,0,0,0,0,0,0,0,0,811,0,0,0
bethjones,1,9032.82,0,0,0,88,0,0,0,0,0,0,0,143,0,0,0,0,0,0,0,0
audreyfriedman,1,17848.61,0,0,0,0,0,0,19,0,970,0,0,0,0,0,0,0,0,0,0,0
berthaholman,2,41969.51,0,0,0,205,0,0,0,252,0,0,0,333,0,0,330,0,0,0,0,423
joylaux,1,97288.63,0,0,1248,0,0,0,0,0,5290,0,0,0,0,0,0,0,0,0,0,0
francismclaughlin,1,91597.23,0,0,0,0,0,0,0,0,4980,0,0,0,0,0,0,668,0,0,0,0
marcofernandez,2,81415.71,0,791,0,0,0,0,0,490,0,0,995,0,218,0,0,0,0,0,0,821
elvabelcher,2,25322.77,0,0,162,0,0,0,13,0,0,558,0,0,0,155,0,0,247,0,0,0
larrymcneil,2,86169.98,0,0,553,0,441,0,0,0,0,0,1053,0,231,0,0,0,840,0,0,0
bennielogie,1,8256.49,0,0,0,80,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0
kristinewolford,2,94327.4,1683,0,0,0,0,0,0,567,0,2078,0,0,0,0,0,344,0,0,0,952
jamesdenniston,2,46589.47,0,452,0,0,238,0,0,0,0,1026,0,0,0,286,0,0,0,0,249,0
pennyjack,1,94252.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1485,0,0,0,0,1902
despinarodas,2,55455.42,989,0,0,0,284,0,0,0,0,1222,0,0,148,0,0,0,541,0,0,0
sandradouglas,1,39754.23,0,0,0,0,0,0,0,478,0,1752,0,0,0,0,0,0,0,0,0,0
georganndillard,2,78526.22,1401,0,0,0,0,0,0,472,0,0,0,623,0,482,0,0,0,0,0,792
beckyhenry,1,74634.32,0,0,0,0,0,0,0,0,4058,0,0,0,0,0,0,0,1456,0,0,0
jeffreydamron,2,49383.94,0,0,316,0,0,0,27,0,0,1088,0,0,132,0,0,0,481,0,0,0
terryehlert,2,89279.71,0,0,0,436,0,0,49,0,0,1967,0,0,0,0,703,0,871,0,0,0
maryprescott,1,74478.74,2658,0,0,0,0,0,0,896,0,0,0,0,0,0,0,0,0,0,0,0
toddcornwell,2,75198.16,1342,0,0,0,385,0,0,0,0,1657,0,0,201,0,0,0,0,0,403,0
jefferyzook,1,33542.44,1197,0,0,0,0,0,0,403,0,0,0,0,0,0,0,0,0,0,0,0
evasevilla,1,68276.93,0,0,0,667,0,1135,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tamaranegron,1,34776.76,0,0,0,340,0,0,0,0,0,0,0,0,0,0,548,0,0,0,0,0
rafaelmccollum,1,14000.97,0,0,0,0,0,232,0,0,0,617,0,0,0,0,0,0,0,0,0,0
jessicaleet,1,72740.98,0,0,0,0,0,1210,0,0,0,3205,0,0,0,0,0,0,0,0,0,0
michelemartinez,2,93410.01,1667,0,0,0,0,0,0,562,2539,0,0,0,0,0,736,0,0,2052,0,0
roylindley,1,93808.75,0,0,0,0,0,0,0,1129,0,0,0,1490,0,0,0,0,0,0,0,0
joycehagler,2,63493.18,1133,0,0,0,0,0,0,382,0,0,776,0,170,0,0,0,619,0,0,0
mattieriley,2,48186.51,860,0,0,0,0,0,26,0,0,1061,0,0,0,296,0,0,470,0,0,0
aurahaywood,2,32183.55,0,312,0,0,0,267,0,0,0,0,0,255,0,197,0,0,314,0,0,0
thomasaviles,2,27030.83,482,0,0,0,0,0,0,162,0,595,0,0,0,0,213,0,0,0,0,272
thomaspyle,1,49171.09,0,0,0,0,0,0,0,0,0,0,0,781,0,0,0,0,0,0,527,0
dorothyfoster,2,22671.26,0,220,0,0,116,0,0,0,616,0,0,0,60,0,0,0,0,498,0,0
rebeccaparrish,2,41979.38,749,0,0,0,0,0,0,252,0,0,0,333,112,0,0,0,0,0,0,423
donnanaccarato,2,45287.87,0,0,0,221,232,0,0,0,0,997,0,0,0,278,0,0,0,995,0,0
amandasorensen,2,12375.75,0,0,0,60,0,0,6,0,0,0,151,0,0,0,0,45,120,0,0,0
paulinebrown,2,76248.35,0,0,489,0,0,0,0,459,2073,0,0,0,0,468,0,0,0,0,0,769
georgebhatia,2,62150.92,0,604,0,0,318,0,0,0,0,0,759,0,166,0,0,0,606,0,0,0
clarissaamador,1,99254.46,0,0,0,0,0,0,0,0,0,0,2427,0,0,0,1564,0,0,0,0,0
shawnschneider,1,59991.54,0,1166,0,0,0,0,0,0,0,0,1466,0,0,0,0,0,0,0,0,0
rosinamercado,2,75309.64,1344,0,0,0,0,626,0,0,0,0,0,598,0,463,0,0,0,0,0,760
moniquecloud,2,54604.3,0,0,350,0,0,0,0,328,1484,0,0,0,0,335,0,0,532,0,0,0
doylemelody,2,74941.87,1337,0,0,0,384,0,0,0,0,1651,0,0,0,460,0,0,731,0,0,0
bettycompton,1,62605.59,0,0,0,0,0,0,0,753,0,0,0,0,0,0,0,0,0,0,671,0
nickdesantiago,1,75482.16,0,0,0,0,773,0,0,0,0,0,0,0,0,0,0,0,1472,0,0,0
robertgarvin,1,99654.19,0,1937,0,0,0,0,0,0,5418,0,0,0,0,0,0,0,0,0,0,0
jameschojnacki,1,51076,0,0,0,499,0,0,0,615,0,0,0,0,0,0,0,0,0,0,0,0
jimsimmons,1,88075.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,642,0,0,945,0
melissahays,1,49516.82,0,0,0,0,0,0,0,0,0,0,0,0,0,609,0,0,0,0,531,0
davidtellier,1,21423.21,0,0,0,0,0,0,0,0,0,0,523,0,0,263,0,0,0,0,0,0
lesliemorrissey,2,27457.1,0,0,176,0,0,0,0,165,0,605,0,0,73,0,0,0,0,603,0,0
paullivingston,1,42888.14,1530,0,0,0,439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ellenadams,2,46614.39,0,0,0,228,0,0,25,0,0,0,0,370,0,0,0,170,0,0,250,0
valariegrady,1,11067.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,223
joyceroberts,2,73472.71,0,0,0,359,376,0,0,0,0,1619,0,0,0,451,0,0,0,1614,0,0
gingerfleming,1,59217.3,0,0,0,0,0,0,0,0,3220,0,0,0,0,0,0,0,0,0,635,0
billychapman,2,26336.93,0,0,0,128,0,0,0,158,0,580,0,0,0,161,0,0,0,0,0,265
cheryllneal,2,84692.1,1511,0,0,0,0,0,46,0,0,0,1035,0,0,0,0,309,0,0,454,0
stephaniekuhn,1,61916.32,0,1203,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0
erichaynes,1,49081.35,0,0,0,0,0,0,0,0,0,0,0,0,263,0,0,0,0,0,0,990
edgartorres,2,64763.83,0,0,0,316,0,0,35,0,0,1427,0,0,0,398,0,0,0,1423,0,0
robertahenson,2,93833.39,0,0,0,459,480,0,0,0,0,0,1147,0,0,0,0,342,0,0,503,0
christophermilton,2,78847.98,0,766,0,0,404,0,0,0,0,1737,0,0,0,484,0,0,0,0,423,0
dianawilliams,2,61638.36,0,0,0,301,0,0,33,0,0,1358,0,0,0,379,0,0,0,0,0,622
tiffanyking,2,22085,0,0,0,108,0,0,12,0,600,0,0,0,59,0,0,0,215,0,0,0
kathleenlai,2,72123.87,0,0,0,352,369,0,0,0,1960,0,0,0,193,0,0,0,0,0,0,728
berthafletcher,2,47387.53,0,0,0,231,0,0,0,285,0,1044,0,0,0,0,0,172,0,0,254,0
chesterculp,1,20900.96,0,0,0,204,0,0,0,0,0,0,0,0,0,257,0,0,0,0,0,0
emilymontilla,2,74858.37,0,727,0,0,0,0,41,0,2035,0,0,0,0,460,0,0,0,1644,0,0
coreynelson,1,46275.21,0,0,0,0,0,769,0,0,2516,0,0,0,0,0,0,0,0,0,0,0
dorothygenova,1,14991.71,0,0,0,0,0,0,16,0,0,0,0,0,80,0,0,0,0,0,0,0
garynault,1,74880.09,0,0,0,0,0,0,0,0,0,0,0,0,401,0,0,0,0,0,0,1511
virginiamitchell,2,46485.72,0,0,298,0,0,0,0,279,0,1024,0,0,0,0,366,0,453,0,0,0
paulbradford,2,54999.57,0,0,0,269,0,457,0,0,0,0,0,436,0,0,0,200,0,0,0,555
gladysholmes,1,72821.28,0,0,0,0,746,0,0,0,0,0,0,0,390,0,0,0,0,0,0,0
juanitamcpherson,1,52705.08,0,1024,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0
charlenenicholson,1,87475.11,0,1700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3844,0,0
charlesregalado,1,37805.11,0,0,0,0,0,0,0,0,0,0,0,600,0,0,0,0,0,1661,0,0
seancurtis,1,75830.58,0,1474,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0
shariecalbert,2,77938.7,0,0,0,381,0,0,0,469,0,0,952,0,209,0,0,0,0,0,0,786
juliehanline,2,20894.69,0,0,134,0,107,0,0,0,0,460,0,0,0,128,0,0,0,0,112,0
fredericmitchell,1,47039.03,0,0,0,0,0,0,0,0,2557,0,0,0,0,0,0,0,0,0,504,0
juanfigueredo,1,90469.23,0,0,0,0,0,0,0,0,0,0,2212,0,0,1112,0,0,0,0,0,0
johnguerrier,2,41226.34,0,400,0,0,0,342,0,0,0,908,0,0,0,0,0,150,0,0,0,416
rachaeldarby,1,58153.2,0,0,0,0,0,0,0,0,0,0,1422,0,0,0,0,0,0,2555,0,0
lindamesser,2,50261.29,0,0,322,0,257,0,0,0,1366,0,0,0,134,0,0,0,490,0,0,0
markacevedo,2,7420.25,0,72,0,0,38,0,0,0,0,163,0,0,0,0,58,0,72,0,0,0
nicholastedrow,1,58542.11,0,0,0,0,0,0,0,0,3183,0,0,0,0,0,0,0,1142,0,0,0
carryrapp,1,31289.3,0,0,0,0,0,0,0,0,0,0,765,0,0,0,0,228,0,0,0,0
lisaogden,2,48512.19,0,471,0,0,248,0,0,0,0,0,0,385,0,298,0,0,0,0,260,0
triciagibbs,2,46505.47,0,0,0,227,0,0,25,0,1264,0,0,0,0,0,0,169,0,0,0,469
williamtrigg,2,36066.22,0,0,231,0,0,0,0,217,0,0,0,286,0,0,0,131,351,0,0,0
angelajones,2,86971.2,1552,0,0,0,0,723,0,0,0,1916,0,0,0,534,0,0,0,1911,0,0
clotildechicoine,2,73210.01,0,0,469,0,0,0,40,0,0,0,0,581,196,0,0,0,0,0,0,739
gracesweitzer,2,34007.71,0,0,218,0,0,0,18,0,924,0,0,0,91,0,0,0,0,0,0,343
margaretgerrity,1,19199.94,0,373,0,0,0,0,0,0,0,0,0,0,0,236,0,0,0,0,0,0
juliacurry,2,61400.58,0,0,0,300,314,0,0,0,0,1353,0,0,0,377,0,0,0,0,0,619
mabelelliott,2,10756.37,0,0,0,52,0,0,5,0,0,0,0,85,0,0,84,0,104,0,0,0
thelmatalbot,2,48387.85,863,0,0,0,248,0,0,0,0,0,0,384,0,0,381,0,0,1063,0,0
joyceeller,2,10970.08,0,0,70,0,0,91,0,0,0,0,134,0,0,0,0,40,0,0,0,110
michaelbaez,1,67138.57,0,1305,0,0,0,0,0,0,0,0,0,0,0,0,1058,0,0,0,0,0
jordanabernathy,1,17658.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,344,0,0,0
ruthlarosa,2,58112.05,0,0,372,0,0,483,0,0,1579,0,0,0,155,0,0,0,0,0,311,0
matthewkey,1,92030.97,0,0,0,0,0,1531,0,0,0,0,0,0,0,0,1450,0,0,0,0,0
abdulturner,1,14348.1,0,0,0,0,0,238,0,0,0,0,0,0,0,0,226,0,0,0,0,0
vicentecuesta,1,75474.98,0,0,0,0,0,0,0,0,0,0,1845,0,0,0,0,0,1472,0,0,0
royosborne,2,50392.85,899,0,0,0,0,0,0,303,1370,0,0,0,135,0,0,0,491,0,0,0
geraldbass,2,11331.15,0,0,0,55,58,0,0,0,0,0,138,0,0,0,0,41,0,0,60,0
carolynvaughn,1,76349.81,0,0,0,0,782,0,0,0,0,0,0,0,0,0,0,0,0,0,819,0
merlynstafford,1,37646.97,0,0,0,0,0,626,0,0,0,0,0,0,0,463,0,0,0,0,0,0
richardsoliz,1,12083.81,0,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,0
matthewrobinson,2,30723.53,0,0,197,0,0,255,0,0,0,677,0,0,0,0,242,0,0,0,164,0
robertwong,2,71474.64,0,0,0,349,366,0,0,0,0,1575,0,0,191,0,0,0,0,1570,0,0
jimcos,1,29008.28,0,0,0,0,297,0,0,0,0,0,0,0,0,0,457,0,0,0,0,0
harrygarza,2,28342.69,0,0,181,0,0,0,0,170,770,0,0,0,0,0,223,0,0,622,0,0
jenniferperez,2,9697.21,0,0,0,47,0,0,5,0,0,0,118,0,0,0,76,0,0,0,52,0
josemedina,1,18986.24,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,138,0,0,0,0
henrymanning,1,53048.2,0,0,0,0,0,0,0,638,0,0,0,0,0,652,0,0,0,0,0,0
williammccarthy,2,39243.46,0,381,0,0,0,0,21,0,1066,0,0,0,0,241,0,0,382,0,0,0
susanforbus,2,87178.22,1555,0,0,0,0,0,47,0,0,1921,0,0,233,0,0,0,850,0,0,0
dannyllamas,2,86355.94,1541,0,0,0,0,0,0,519,0,0,1055,0,0,0,680,0,0,1897,0,0
stephenhopson,2,19908.08,0,0,0,97,0,165,0,0,0,0,243,0,0,0,0,72,0,437,0,0
johnoneal,1,99396.48,0,0,0,0,0,0,0,0,0,0,0,0,0,1222,0,0,0,0,0,2006
paulenegraham,2,84563.46,0,0,542,0,433,0,0,0,2299,0,0,0,0,520,0,0,825,0,0,0
coreyjohnson,2,12156.08,0,0,0,59,0,0,0,73,0,267,0,0,0,0,0,44,0,0,0,122
julianstraka,1,46028.87,0,0,0,0,0,0,0,0,0,2028,0,0,0,0,725,0,0,0,0,0
michaelgreenup,2,10026.76,0,97,0,0,0,83,0,0,0,220,0,0,0,61,0,0,97,0,0,0
ernestdoria,2,39490.43,704,0,0,0,202,0,0,0,1073,0,0,0,105,0,0,0,0,867,0,0
clintongrooms,2,83933.01,0,0,0,410,0,698,0,0,0,1849,0,0,0,0,0,306,818,0,0,0
annemelvin,1,94683.41,0,0,0,0,970,0,0,0,0,0,0,0,0,0,1492,0,0,0,0,0
rosaoliveira,2,16582.6,0,0,0,81,84,0,0,0,0,365,0,0,0,0,130,0,0,364,0,0
mosespena,2,87917.29,1569,0,0,0,0,0,0,529,2390,0,0,0,0,0,692,0,0,0,0,887
johntaylor,2,35314.16,0,0,0,172,0,0,19,0,960,0,0,0,0,0,278,0,0,0,0,356
michellehansen,1,53229.23,0,0,0,520,0,0,0,0,0,0,0,0,0,654,0,0,0,0,0,0
russellbaker,2,93430.51,0,908,0,0,0,0,0,562,0,0,1142,0,250,0,0,0,911,0,0,0
jessiealtic,2,96924.44,0,0,622,0,0,0,53,0,0,2135,0,0,0,0,0,353,0,0,0,978
williamadams,1,57495.65,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,1160
robertocolace,1,13811.16,0,0,0,0,0,0,0,0,751,0,0,0,0,0,0,0,0,606,0,0
roseford,2,99271.44,0,965,0,0,0,0,0,597,0,0,1213,0,266,0,0,0,0,0,532,0
brianramsey,1,40966.88,1462,0,0,0,0,0,0,0,2227,0,0,0,0,0,0,0,0,0,0,0
maggiewarren,2,35991.37,642,0,0,0,0,299,0,0,0,793,0,0,0,221,0,0,0,0,193,0
antoniofoster,2,72657.71,1296,0,0,0,0,0,39,0,1975,0,0,0,0,0,0,265,0,1596,0,0
antoniowellman,1,35183.39,0,0,0,344,0,0,0,0,0,0,0,0,0,0,554,0,0,0,0,0
meredithdennis,1,70863.85,0,0,909,0,0,0,0,0,0,0,0,0,0,871,0,0,0,0,0,0
annievatter,1,81696.18,2916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,876,0
violawright,1,63767.69,0,0,0,0,0,1060,0,0,0,0,1559,0,0,0,0,0,0,0,0,0
michaelfarmer,2,96959.66,1730,0,0,0,0,0,0,583,0,0,0,770,260,0,0,0,0,2130,0,0
rondataylor,1,35460.62,1265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258,0,0,0,0
andyphillips,1,31505.98,0,0,0,308,0,0,0,0,0,0,0,0,0,387,0,0,0,0,0,0
carolynrustin,1,50006.49,0,0,0,489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,536,0
ronaldlinney,1,94616.1,0,0,0,0,0,0,0,0,5144,0,0,0,0,1163,0,0,0,0,0,0
elliotteverett,2,12267.19,218,0,0,0,62,0,0,0,333,0,0,0,32,0,0,0,119,0,0,0
lauramitchell,1,64255.51,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,2823,0,0
emmamorrison,2,38197.82,0,0,245,0,0,317,0,0,0,841,0,0,102,0,0,0,0,0,0,385
cameroncolon,2,44777.89,799,0,0,0,229,0,0,0,0,0,547,0,0,0,0,163,0,983,0,0
socorrotullius,2,49849.65,0,484,0,0,255,0,0,0,0,0,609,0,0,0,392,0,0,0,267,0
richardsingley,1,97247.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1532,0,0,4273,0,0
ceceliamorales,1,23501.11,0,0,301,0,0,0,0,0,1277,0,0,0,0,0,0,0,0,0,0,0
kennethosborn,2,72617.99,0,705,0,0,372,0,0,0,0,1600,0,0,194,0,0,0,0,0,0,733
bernicesamples,2,79392.06,0,771,0,0,0,0,43,0,0,0,0,630,0,488,0,0,774,0,0,0
garycampbell,1,89477.32,0,0,0,0,917,0,0,0,0,0,0,0,0,0,1410,0,0,0,0,0
yvonneguzman,2,89526.07,0,0,574,0,0,0,0,539,0,0,0,711,240,0,0,0,0,1967,0,0
claytonkinroth,1,6229.63,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125
alexisfritter,2,63326.7,1130,0,0,0,0,0,0,381,1721,0,0,0,169,0,0,0,0,1391,0,0
haroldbeitz,2,87691.75,0,852,0,0,0,0,0,528,2384,0,0,0,0,0,691,0,0,0,470,0
peterchan,2,41162.83,734,0,0,0,210,0,0,0,0,0,503,0,0,0,0,150,0,904,0,0
bernardvanness,1,86627.76,0,0,0,0,0,0,0,0,4710,0,0,0,0,0,0,0,1690,0,0,0
daniellraynor,2,21095.22,0,0,135,0,108,0,0,0,0,0,0,167,0,0,166,0,0,0,113,0
ginalundberg,2,71199.67,1270,0,0,0,364,0,0,0,1935,0,0,0,191,0,0,0,0,1564,0,0
johnolson,1,12111.65,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,532,0,0
krystalparker,1,33004.46,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,644,0,0,0
markrobinson,1,99385.13,3547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,725,0,0,0,0
kimsixon,1,61444.59,2193,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0
marypink,1,79363.51,0,0,0,0,0,0,0,0,0,0,0,0,425,0,0,0,0,0,851,0
billpatty,1,88593.66,0,0,0,866,0,0,0,0,4817,0,0,0,0,0,0,0,0,0,0,0
janetderego,1,55407.73,0,0,0,0,568,0,0,0,0,0,0,0,0,0,0,0,1081,0,0,0
williampatrick,2,9140.45,163,0,0,0,0,0,0,55,0,0,0,72,24,0,0,0,0,0,0,92
charlesforce,1,39590.78,0,0,0,387,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0
debralittle,2,7483.87,0,0,48,0,0,0,4,0,203,0,0,0,0,0,58,0,0,0,0,75
